,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
p[14002],0.73,0.01,0.7,0.76,0.0,0.0,9184.07,7109.76,1.0
p[14003],0.77,0.01,0.75,0.8,0.0,0.0,9749.51,6682.28,1.0
p[14004],0.73,0.01,0.71,0.76,0.0,0.0,9182.1,7096.27,1.0
p[14005],0.71,0.02,0.66,0.75,0.0,0.0,8844.94,7066.48,1.0
p[14006],0.78,0.01,0.75,0.8,0.0,0.0,9750.09,6652.63,1.0
p[14007],0.73,0.01,0.71,0.76,0.0,0.0,9178.73,7090.35,1.0
p[14008],0.78,0.01,0.75,0.8,0.0,0.0,9750.49,6652.87,1.0
p[14009],0.73,0.01,0.71,0.76,0.0,0.0,9176.48,7048.1,1.0
p[14010],0.78,0.01,0.75,0.8,0.0,0.0,9749.71,6682.06,1.0
p[14011],0.78,0.01,0.75,0.8,0.0,0.0,9749.22,6682.06,1.0
p[14012],0.78,0.01,0.75,0.8,0.0,0.0,9749.22,6682.06,1.0
p[14013],0.78,0.01,0.75,0.8,0.0,0.0,9754.32,6682.06,1.0
p[14014],0.74,0.01,0.71,0.76,0.0,0.0,9173.63,6980.14,1.0
p[14015],0.89,0.02,0.85,0.93,0.0,0.0,10137.5,5942.6,1.0
p[14016],0.74,0.01,0.71,0.76,0.0,0.0,9172.24,6978.91,1.0
p[14017],0.78,0.01,0.76,0.8,0.0,0.0,9757.59,6681.25,1.0
p[14018],0.87,0.01,0.85,0.89,0.0,0.0,8863.66,6662.8,1.0
p[14019],0.78,0.01,0.76,0.8,0.0,0.0,9758.78,6682.01,1.0
p[14020],0.74,0.01,0.71,0.76,0.0,0.0,9167.8,7076.27,1.0
p[14021],0.78,0.01,0.76,0.8,0.0,0.0,9757.26,6681.41,1.0
p[14022],0.75,0.02,0.7,0.79,0.0,0.0,10220.12,7143.26,1.0
p[14023],0.57,0.03,0.52,0.62,0.0,0.0,9905.16,6892.35,1.0
p[14024],0.78,0.01,0.76,0.8,0.0,0.0,9760.69,6711.29,1.0
p[14025],0.84,0.02,0.8,0.88,0.0,0.0,12055.93,6753.42,1.0
p[14026],0.74,0.01,0.71,0.77,0.0,0.0,9165.69,7044.16,1.0
p[14027],0.78,0.01,0.76,0.8,0.0,0.0,9762.08,6711.35,1.0
p[14028],0.74,0.01,0.71,0.77,0.0,0.0,9162.81,7143.86,1.0
p[14029],0.78,0.01,0.76,0.8,0.0,0.0,9764.28,6681.57,1.0
p[14030],0.72,0.02,0.67,0.76,0.0,0.0,8847.37,6844.67,1.0
p[14031],0.74,0.01,0.71,0.77,0.0,0.0,9162.88,7143.86,1.0
p[14032],0.74,0.01,0.71,0.77,0.0,0.0,9162.15,7044.35,1.0
p[14033],0.78,0.01,0.76,0.81,0.0,0.0,9765.02,6652.08,1.0
p[14034],0.78,0.01,0.76,0.81,0.0,0.0,9764.52,6594.68,1.0
p[14035],0.78,0.01,0.76,0.81,0.0,0.0,9765.62,6566.15,1.0
p[14036],0.87,0.01,0.85,0.89,0.0,0.0,8864.61,6521.0,1.0
p[14037],0.84,0.02,0.81,0.88,0.0,0.0,12038.87,6797.12,1.0
p[14038],0.78,0.01,0.76,0.81,0.0,0.0,9767.59,6455.34,1.0
p[14039],0.78,0.01,0.76,0.81,0.0,0.0,9768.1,6455.34,1.0
p[14040],0.78,0.01,0.76,0.81,0.0,0.0,9768.1,6482.35,1.0
p[14041],0.74,0.01,0.72,0.77,0.0,0.0,9158.47,7120.2,1.0
p[14042],0.84,0.02,0.81,0.87,0.0,0.0,9586.49,6117.96,1.0
p[14043],0.87,0.01,0.85,0.9,0.0,0.0,8868.09,6521.26,1.0
p[14044],0.74,0.01,0.72,0.77,0.0,0.0,9158.27,7045.83,1.0
p[14045],0.79,0.01,0.76,0.81,0.0,0.0,9778.06,6566.35,1.0
p[14046],0.74,0.01,0.72,0.77,0.0,0.0,9157.52,7152.81,1.0
p[14047],0.75,0.01,0.72,0.77,0.0,0.0,9158.29,7119.41,1.0
p[14048],0.76,0.02,0.71,0.8,0.0,0.0,10220.92,7248.02,1.0
p[14049],0.58,0.02,0.53,0.63,0.0,0.0,9909.73,6995.16,1.0
p[14050],0.75,0.01,0.72,0.77,0.0,0.0,9158.02,7146.9,1.0
p[14051],0.79,0.01,0.77,0.81,0.0,0.0,9780.84,6682.27,1.0
p[14052],0.79,0.01,0.77,0.81,0.0,0.0,9781.15,6682.07,1.0
p[14053],0.79,0.01,0.77,0.81,0.0,0.0,9781.15,6682.07,1.0
p[14054],0.75,0.01,0.72,0.77,0.0,0.0,9156.44,7221.71,1.0
p[14055],0.75,0.01,0.72,0.77,0.0,0.0,9155.38,7248.8,1.0
p[14056],0.73,0.02,0.68,0.77,0.0,0.0,8852.0,6830.05,1.0
p[14057],0.79,0.01,0.77,0.81,0.0,0.0,9783.02,6771.75,1.0
p[14058],0.88,0.01,0.86,0.9,0.0,0.0,8874.29,6423.14,1.0
p[14059],0.75,0.01,0.72,0.77,0.0,0.0,9153.3,7248.87,1.0
p[14060],0.79,0.01,0.77,0.81,0.0,0.0,9784.52,6802.36,1.0
p[14061],0.79,0.01,0.77,0.81,0.0,0.0,9784.52,6802.36,1.0
p[14062],0.79,0.01,0.77,0.81,0.0,0.0,9784.25,6802.36,1.0
p[14063],0.79,0.01,0.77,0.81,0.0,0.0,9786.04,6741.81,1.0
p[14064],0.79,0.01,0.77,0.81,0.0,0.0,9786.04,6741.81,1.0
p[14065],0.75,0.01,0.72,0.78,0.0,0.0,9376.77,7249.69,1.0
p[14066],0.75,0.01,0.72,0.78,0.0,0.0,9377.18,7133.15,1.0
p[14067],0.84,0.02,0.8,0.87,0.0,0.0,11529.96,6363.7,1.0
p[14068],0.79,0.01,0.77,0.81,0.0,0.0,9788.82,6711.79,1.0
p[14069],0.85,0.02,0.81,0.88,0.0,0.0,12016.55,6658.13,1.0
p[14070],0.75,0.01,0.72,0.78,0.0,0.0,9373.2,7084.09,1.0
p[14071],0.9,0.02,0.86,0.94,0.0,0.0,10106.1,5897.95,1.0
p[14072],0.79,0.01,0.77,0.81,0.0,0.0,9790.14,6711.22,1.0
p[14073],0.75,0.01,0.73,0.78,0.0,0.0,9371.44,7065.25,1.0
p[14074],0.76,0.02,0.72,0.8,0.0,0.0,10219.24,7257.76,1.0
p[14075],0.89,0.02,0.85,0.94,0.0,0.0,10447.11,6325.15,1.0
p[14076],0.75,0.01,0.73,0.78,0.0,0.0,9364.78,7046.83,1.0
p[14077],0.79,0.01,0.77,0.82,0.0,0.0,9797.64,6651.43,1.0
p[14078],0.75,0.01,0.73,0.78,0.0,0.0,9364.84,7047.05,1.0
p[14079],0.75,0.01,0.73,0.78,0.0,0.0,9366.26,7047.05,1.0
p[14080],0.79,0.01,0.77,0.82,0.0,0.0,9797.64,6651.43,1.0
p[14081],0.85,0.02,0.82,0.87,0.0,0.0,9604.8,6009.88,1.0
p[14082],0.81,0.02,0.77,0.85,0.0,0.0,10149.18,6446.26,1.0
p[14083],0.79,0.01,0.77,0.82,0.0,0.0,9798.1,6651.11,1.0
p[14084],0.79,0.01,0.77,0.82,0.0,0.0,9799.87,6680.01,1.0
p[14085],0.79,0.01,0.77,0.82,0.0,0.0,9799.81,6680.01,1.0
p[14086],0.77,0.02,0.72,0.81,0.0,0.0,10219.45,7222.7,1.0
p[14087],0.88,0.01,0.86,0.9,0.0,0.0,8886.02,6423.74,1.0
p[14088],0.75,0.01,0.73,0.78,0.0,0.0,9363.65,7067.97,1.0
p[14089],0.75,0.01,0.73,0.78,0.0,0.0,9363.61,7168.65,1.0
p[14090],0.8,0.01,0.77,0.82,0.0,0.0,9798.71,6739.9,1.0
p[14091],0.8,0.01,0.77,0.82,0.0,0.0,9799.06,6739.9,1.0
p[14092],0.76,0.01,0.73,0.78,0.0,0.0,9361.91,7003.17,1.0
p[14093],0.88,0.01,0.86,0.9,0.0,0.0,8888.14,6412.0,1.0
p[14094],0.8,0.01,0.78,0.82,0.0,0.0,9800.94,6739.86,1.0
p[14095],0.8,0.01,0.78,0.82,0.0,0.0,9802.21,6738.91,1.0
p[14096],0.8,0.01,0.78,0.82,0.0,0.0,9803.95,6731.6,1.0
p[14097],0.76,0.01,0.73,0.78,0.0,0.0,9359.32,6956.66,1.0
p[14098],0.76,0.01,0.73,0.78,0.0,0.0,9359.32,6956.66,1.0
p[14099],0.8,0.01,0.78,0.82,0.0,0.0,9804.31,6731.6,1.0
p[14100],0.8,0.01,0.78,0.82,0.0,0.0,9806.18,6731.6,1.0
p[14101],0.76,0.01,0.73,0.78,0.0,0.0,9354.8,6989.63,1.0
p[14102],0.76,0.01,0.73,0.78,0.0,0.0,9355.83,7036.99,1.0
p[14103],0.85,0.02,0.82,0.89,0.0,0.0,11993.6,6735.2,1.0
p[14104],0.85,0.02,0.82,0.88,0.0,0.0,9621.64,6061.97,1.0
p[14105],0.77,0.02,0.73,0.81,0.0,0.0,10220.88,7119.29,1.0
p[14106],0.8,0.01,0.78,0.82,0.0,0.0,9811.02,6793.92,1.0
p[14107],0.88,0.01,0.86,0.9,0.0,0.0,8893.76,6332.73,1.0
p[14108],0.76,0.01,0.73,0.78,0.0,0.0,9351.57,7036.99,1.0
p[14109],0.74,0.02,0.7,0.78,0.0,0.0,8864.34,6827.69,1.0
p[14110],0.88,0.01,0.86,0.9,0.0,0.0,8894.75,6332.73,1.0
p[14111],0.76,0.01,0.73,0.79,0.0,0.0,9346.71,7035.45,1.0
p[14112],0.76,0.01,0.74,0.79,0.0,0.0,9344.59,7035.45,1.0
p[14113],0.8,0.01,0.78,0.82,0.0,0.0,9816.53,6885.91,1.0
p[14114],0.82,0.02,0.78,0.85,0.0,0.0,10139.93,6587.7,1.0
p[14115],0.8,0.01,0.78,0.82,0.0,0.0,9817.41,6885.91,1.0
p[14116],0.76,0.01,0.74,0.79,0.0,0.0,9336.37,6952.14,1.0
p[14117],0.76,0.01,0.74,0.79,0.0,0.0,9336.75,6952.14,1.0
p[14118],0.8,0.01,0.78,0.82,0.0,0.0,9822.63,6918.03,1.0
p[14119],0.8,0.01,0.78,0.82,0.0,0.0,9823.95,6918.03,1.0
p[14120],0.8,0.01,0.78,0.82,0.0,0.0,9823.95,6918.03,1.0
p[14121],0.8,0.01,0.78,0.82,0.0,0.0,9823.95,6918.03,1.0
p[14122],0.8,0.01,0.78,0.82,0.0,0.0,9826.45,6916.87,1.0
p[14123],0.86,0.02,0.82,0.89,0.0,0.0,11968.67,6644.05,1.0
p[14124],0.76,0.01,0.74,0.79,0.0,0.0,9331.4,7182.62,1.0
p[14125],0.8,0.01,0.78,0.82,0.0,0.0,9829.21,6948.65,1.0
p[14126],0.89,0.01,0.87,0.91,0.0,0.0,8908.61,6243.91,1.0
p[14127],0.76,0.01,0.74,0.79,0.0,0.0,9329.67,7183.43,1.0
p[14128],0.8,0.01,0.78,0.82,0.0,0.0,9830.32,6979.47,1.0
p[14129],0.8,0.01,0.78,0.82,0.0,0.0,9832.9,6979.69,1.0
p[14130],0.76,0.01,0.74,0.79,0.0,0.0,9327.68,7183.8,1.0
p[14131],0.74,0.02,0.7,0.79,0.0,0.0,8870.0,6812.04,1.0
p[14132],0.8,0.01,0.78,0.83,0.0,0.0,9835.95,6979.69,1.0
p[14133],0.9,0.02,0.87,0.94,0.0,0.0,10071.49,5969.17,1.0
p[14134],0.77,0.01,0.74,0.79,0.0,0.0,9326.1,6889.74,1.0
p[14135],0.77,0.01,0.74,0.79,0.0,0.0,9325.84,6889.74,1.0
p[14136],0.81,0.01,0.78,0.83,0.0,0.0,9839.68,6948.08,1.0
p[14137],0.81,0.01,0.79,0.83,0.0,0.0,9843.66,6948.08,1.0
p[14138],0.77,0.01,0.74,0.79,0.0,0.0,9323.34,6848.4,1.0
p[14139],0.77,0.01,0.74,0.79,0.0,0.0,9322.59,6817.74,1.0
p[14140],0.82,0.02,0.79,0.86,0.0,0.0,10134.54,6675.38,1.0
p[14141],0.61,0.02,0.56,0.66,0.0,0.0,9953.08,7259.15,1.0
p[14142],0.81,0.01,0.79,0.83,0.0,0.0,9846.24,6980.02,1.0
p[14143],0.81,0.01,0.79,0.83,0.0,0.0,9847.36,6980.02,1.0
p[14144],0.77,0.01,0.74,0.79,0.0,0.0,9319.35,6897.79,1.0
p[14145],0.77,0.01,0.74,0.79,0.0,0.0,9317.0,6846.5,1.0
p[14146],0.75,0.02,0.71,0.79,0.0,0.0,8881.47,6829.66,1.0
p[14147],0.81,0.01,0.79,0.83,0.0,0.0,9855.32,6883.89,1.0
p[14148],0.81,0.01,0.79,0.83,0.0,0.0,9855.32,6883.89,1.0
p[14149],0.77,0.01,0.75,0.8,0.0,0.0,9312.8,6898.0,1.0
p[14150],0.81,0.01,0.79,0.83,0.0,0.0,9858.26,6946.92,1.0
p[14151],0.77,0.01,0.75,0.8,0.0,0.0,9313.49,6820.73,1.0
p[14152],0.81,0.01,0.79,0.83,0.0,0.0,9858.91,6946.92,1.0
p[14153],0.81,0.01,0.79,0.83,0.0,0.0,9858.91,6946.92,1.0
p[14154],0.77,0.01,0.75,0.8,0.0,0.0,9311.6,6707.65,1.0
p[14155],0.89,0.01,0.87,0.91,0.0,0.0,8923.67,6195.1,1.0
p[14156],0.81,0.01,0.79,0.83,0.0,0.0,9859.16,6946.92,1.0
p[14157],0.86,0.01,0.83,0.89,0.0,0.0,9669.85,6229.38,1.0
p[14158],0.81,0.01,0.79,0.83,0.0,0.0,9865.96,6947.83,1.0
p[14159],0.77,0.01,0.75,0.8,0.0,0.0,9310.09,6799.45,1.0
p[14160],0.81,0.01,0.79,0.83,0.0,0.0,9867.34,7011.6,1.0
p[14161],0.78,0.02,0.74,0.82,0.0,0.0,10216.93,7094.79,1.0
p[14162],0.77,0.01,0.75,0.8,0.0,0.0,9309.71,6854.33,1.0
p[14163],0.75,0.02,0.71,0.79,0.0,0.0,8893.65,6877.01,1.0
p[14164],0.77,0.01,0.75,0.8,0.0,0.0,9306.16,6854.33,1.0
p[14165],0.81,0.01,0.79,0.83,0.0,0.0,9875.71,6759.11,1.0
p[14166],0.81,0.01,0.79,0.83,0.0,0.0,9877.83,6759.11,1.0
p[14167],0.78,0.01,0.75,0.8,0.0,0.0,9305.76,6977.53,1.0
p[14168],0.86,0.01,0.83,0.89,0.0,0.0,9674.0,6201.63,1.0
p[14169],0.81,0.01,0.79,0.83,0.0,0.0,9881.71,6729.36,1.0
p[14170],0.87,0.02,0.83,0.9,0.0,0.0,11901.77,6525.42,1.0
p[14171],0.81,0.01,0.79,0.84,0.0,0.0,9884.05,6790.22,1.0
p[14172],0.81,0.01,0.79,0.84,0.0,0.0,9884.59,6790.91,1.0
p[14173],0.81,0.01,0.79,0.84,0.0,0.0,9885.01,6882.51,1.0
p[14174],0.81,0.01,0.79,0.84,0.0,0.0,9885.01,6882.51,1.0
p[14175],0.82,0.01,0.79,0.84,0.0,0.0,9885.91,6913.51,1.0
p[14176],0.78,0.01,0.75,0.8,0.0,0.0,9301.76,7203.7,1.0
p[14177],0.82,0.01,0.79,0.84,0.0,0.0,9885.91,6913.51,1.0
p[14178],0.78,0.01,0.75,0.8,0.0,0.0,9301.59,7071.7,1.0
p[14179],0.86,0.02,0.82,0.89,0.0,0.0,11493.68,6208.24,1.0
p[14180],0.82,0.01,0.8,0.84,0.0,0.0,9885.56,6882.21,1.0
p[14181],0.82,0.01,0.8,0.84,0.0,0.0,9888.24,6838.41,1.0
p[14182],0.91,0.02,0.88,0.94,0.0,0.0,10039.35,5978.86,1.0
p[14183],0.79,0.02,0.75,0.83,0.0,0.0,10216.91,7225.76,1.0
p[14184],0.78,0.01,0.75,0.8,0.0,0.0,9300.05,7104.27,1.0
p[14185],0.87,0.02,0.84,0.9,0.0,0.0,11880.9,6495.41,1.0
p[14186],0.91,0.02,0.87,0.95,0.0,0.0,10295.46,6247.35,1.0
p[14187],0.78,0.01,0.76,0.81,0.0,0.0,9300.74,6876.33,1.0
p[14188],0.89,0.01,0.88,0.91,0.0,0.0,8952.45,6145.05,1.0
p[14189],0.82,0.01,0.8,0.84,0.0,0.0,9896.74,6771.78,1.0
p[14190],0.78,0.01,0.76,0.81,0.0,0.0,9303.02,6843.58,1.0
p[14191],0.63,0.02,0.58,0.67,0.0,0.0,9972.42,7223.6,1.0
p[14192],0.82,0.01,0.8,0.84,0.0,0.0,9901.62,6778.01,1.0
p[14193],0.82,0.01,0.8,0.84,0.0,0.0,9901.62,6778.01,1.0
p[14194],0.78,0.01,0.76,0.81,0.0,0.0,9299.7,6722.75,1.0
p[14195],0.79,0.02,0.75,0.83,0.0,0.0,10219.11,7223.97,1.0
p[14196],0.82,0.01,0.8,0.84,0.0,0.0,9905.74,6778.45,1.0
p[14197],0.87,0.01,0.84,0.89,0.0,0.0,9696.14,6124.92,1.0
p[14198],0.78,0.01,0.76,0.81,0.0,0.0,9301.03,6665.05,1.0
p[14199],0.87,0.01,0.84,0.89,0.0,0.0,9697.4,6124.92,1.0
p[14200],0.82,0.01,0.8,0.84,0.0,0.0,9909.93,6735.19,1.0
p[14201],0.82,0.01,0.8,0.84,0.0,0.0,9910.2,6735.19,1.0
p[14202],0.82,0.01,0.8,0.84,0.0,0.0,9912.26,6734.68,1.0
p[14203],0.78,0.01,0.76,0.81,0.0,0.0,9303.54,6693.02,1.0
p[14204],0.82,0.01,0.8,0.84,0.0,0.0,9912.4,6705.22,1.0
p[14205],0.78,0.01,0.76,0.81,0.0,0.0,9304.69,6633.48,1.0
p[14206],0.9,0.01,0.88,0.91,0.0,0.0,8965.25,6120.94,1.0
p[14207],0.82,0.01,0.8,0.84,0.0,0.0,9915.83,6712.78,1.0
p[14208],0.9,0.01,0.88,0.92,0.0,0.0,8965.97,6120.94,1.0
p[14209],0.79,0.01,0.76,0.81,0.0,0.0,9309.14,6692.0,1.0
p[14210],0.87,0.01,0.84,0.89,0.0,0.0,9708.95,6258.43,1.0
p[14211],0.9,0.01,0.88,0.92,0.0,0.0,8968.56,6133.17,1.0
p[14212],0.82,0.01,0.8,0.84,0.0,0.0,9919.18,6742.44,1.0
p[14213],0.87,0.02,0.84,0.9,0.0,0.0,11841.16,6581.07,1.0
p[14214],0.79,0.01,0.76,0.81,0.0,0.0,9308.79,6812.53,1.0
p[14215],0.79,0.01,0.76,0.81,0.0,0.0,9313.15,6814.43,1.0
p[14216],0.82,0.01,0.8,0.84,0.0,0.0,9932.41,6657.42,1.0
p[14217],0.64,0.02,0.59,0.68,0.0,0.0,9988.33,7328.73,1.0
p[14218],0.82,0.01,0.8,0.85,0.0,0.0,9935.36,6625.36,1.0
p[14219],0.82,0.01,0.8,0.85,0.0,0.0,9935.97,6683.13,1.0
p[14220],0.8,0.02,0.76,0.84,0.0,0.0,10220.19,7315.34,1.0
p[14221],0.9,0.01,0.88,0.92,0.0,0.0,8984.86,6157.68,1.0
p[14222],0.79,0.01,0.76,0.81,0.0,0.0,9327.39,6757.34,1.0
p[14223],0.84,0.02,0.81,0.88,0.0,0.0,10115.79,6685.22,1.0
p[14224],0.83,0.01,0.81,0.85,0.0,0.0,9937.93,6659.54,1.0
p[14225],0.79,0.01,0.77,0.82,0.0,0.0,9327.09,6787.22,1.0
p[14226],0.86,0.02,0.83,0.9,0.0,0.0,11465.7,6201.86,1.0
p[14227],0.83,0.01,0.81,0.85,0.0,0.0,9939.26,6659.54,1.0
p[14228],0.83,0.01,0.81,0.85,0.0,0.0,9941.49,6658.3,1.0
p[14229],0.83,0.01,0.81,0.85,0.0,0.0,9941.49,6658.3,1.0
p[14230],0.83,0.01,0.81,0.85,0.0,0.0,9942.74,6658.3,1.0
p[14231],0.83,0.01,0.81,0.85,0.0,0.0,9947.16,6675.58,1.0
p[14232],0.83,0.01,0.81,0.85,0.0,0.0,9947.78,6741.72,1.0
p[14233],0.87,0.01,0.85,0.9,0.0,0.0,9726.72,6419.22,1.0
p[14234],0.9,0.01,0.88,0.92,0.0,0.0,8995.14,6145.05,1.0
p[14235],0.79,0.01,0.77,0.82,0.0,0.0,9337.37,6912.76,1.0
p[14236],0.79,0.01,0.77,0.82,0.0,0.0,9339.07,6912.76,1.0
p[14237],0.87,0.02,0.83,0.9,0.0,0.0,11455.36,6329.68,1.0
p[14238],0.8,0.02,0.76,0.84,0.0,0.0,10220.06,7275.13,1.0
p[14239],0.83,0.01,0.81,0.85,0.0,0.0,9958.66,6698.31,1.0
p[14240],0.79,0.01,0.77,0.82,0.0,0.0,9343.14,6912.99,1.0
p[14241],0.88,0.02,0.85,0.91,0.0,0.0,11800.98,6668.49,1.0
p[14242],0.79,0.01,0.77,0.82,0.0,0.0,9344.43,6912.99,1.0
p[14243],0.83,0.01,0.81,0.85,0.0,0.0,9962.84,6654.41,1.0
p[14244],0.8,0.01,0.77,0.82,0.0,0.0,9350.43,6758.22,1.0
p[14245],0.8,0.01,0.77,0.82,0.0,0.0,9350.81,6787.99,1.0
p[14246],0.87,0.02,0.84,0.9,0.0,0.0,11449.54,6273.12,1.0
p[14247],0.9,0.01,0.89,0.92,0.0,0.0,9016.28,6218.73,1.0
p[14248],0.83,0.01,0.81,0.85,0.0,0.0,9970.09,6742.94,1.0
p[14249],0.83,0.01,0.81,0.85,0.0,0.0,9974.13,6713.34,1.0
p[14250],0.83,0.01,0.81,0.85,0.0,0.0,9974.18,6713.34,1.0
p[14251],0.8,0.01,0.77,0.82,0.0,0.0,9365.23,6757.67,1.0
p[14252],0.83,0.01,0.81,0.85,0.0,0.0,9976.43,6713.34,1.0
p[14253],0.9,0.01,0.89,0.92,0.0,0.0,9020.98,6218.84,1.0
p[14254],0.83,0.01,0.81,0.85,0.0,0.0,9977.27,6712.6,1.0
p[14255],0.8,0.01,0.77,0.82,0.0,0.0,9365.18,6788.61,1.0
p[14256],0.9,0.01,0.89,0.92,0.0,0.0,9023.24,6218.46,1.0
p[14257],0.88,0.02,0.85,0.91,0.0,0.0,11778.49,6611.81,1.0
p[14258],0.83,0.01,0.81,0.85,0.0,0.0,9981.17,6848.13,1.0
p[14259],0.9,0.01,0.89,0.92,0.0,0.0,9030.19,6167.62,1.0
p[14260],0.87,0.02,0.84,0.9,0.0,0.0,11437.26,6392.6,1.0
p[14261],0.8,0.01,0.77,0.82,0.0,0.0,9372.21,6760.71,1.0
p[14262],0.8,0.01,0.78,0.82,0.0,0.0,9372.14,6790.82,1.0
p[14263],0.84,0.01,0.81,0.85,0.0,0.0,9990.68,6832.82,1.0
p[14264],0.84,0.01,0.82,0.86,0.0,0.0,9992.96,6832.82,1.0
p[14265],0.8,0.01,0.78,0.83,0.0,0.0,9377.43,6730.91,1.0
p[14266],0.8,0.01,0.78,0.83,0.0,0.0,9381.73,6761.08,1.0
p[14267],0.84,0.01,0.82,0.86,0.0,0.0,10003.33,6759.92,1.0
p[14268],0.84,0.01,0.82,0.86,0.0,0.0,10004.15,6759.92,1.0
p[14269],0.91,0.01,0.89,0.92,0.0,0.0,9048.67,6154.05,1.0
p[14270],0.88,0.01,0.86,0.91,0.0,0.0,9773.17,6010.63,1.0
p[14271],0.84,0.01,0.82,0.86,0.0,0.0,10005.03,6729.54,1.0
p[14272],0.8,0.01,0.78,0.83,0.0,0.0,9383.82,6882.79,1.0
p[14273],0.84,0.01,0.82,0.86,0.0,0.0,10006.91,6729.54,1.0
p[14274],0.84,0.01,0.82,0.86,0.0,0.0,10009.76,6700.25,1.0
p[14275],0.8,0.01,0.78,0.83,0.0,0.0,9386.48,6882.79,1.0
p[14276],0.8,0.01,0.78,0.83,0.0,0.0,9387.88,6883.43,1.0
p[14277],0.92,0.02,0.89,0.95,0.0,0.0,9978.7,6184.95,1.0
p[14278],0.8,0.01,0.78,0.83,0.0,0.0,9387.49,6883.92,1.0
p[14279],0.84,0.01,0.82,0.86,0.0,0.0,10020.07,6760.13,1.0
p[14280],0.84,0.01,0.82,0.86,0.0,0.0,10019.69,6760.13,1.0
p[14281],0.81,0.01,0.78,0.83,0.0,0.0,9396.17,6801.43,1.0
p[14282],0.81,0.01,0.78,0.83,0.0,0.0,9402.87,6832.12,1.0
p[14283],0.81,0.01,0.78,0.83,0.0,0.0,9403.65,6831.58,1.0
p[14284],0.84,0.01,0.82,0.86,0.0,0.0,10034.52,6808.04,1.0
p[14285],0.91,0.01,0.89,0.93,0.0,0.0,9076.1,6154.83,1.0
p[14286],0.84,0.01,0.82,0.86,0.0,0.0,10035.2,6808.04,1.0
p[14287],0.81,0.01,0.78,0.83,0.0,0.0,9406.94,6800.17,1.0
p[14288],0.88,0.02,0.85,0.91,0.0,0.0,11411.25,6246.64,1.0
p[14289],0.84,0.01,0.82,0.86,0.0,0.0,10035.64,6777.68,1.0
p[14290],0.91,0.01,0.89,0.93,0.0,0.0,9079.74,6080.86,1.0
p[14291],0.88,0.01,0.86,0.91,0.0,0.0,9793.31,5872.74,1.0
p[14292],0.84,0.01,0.82,0.86,0.0,0.0,10042.83,6863.06,1.0
p[14293],0.81,0.01,0.79,0.84,0.0,0.0,9427.48,6831.1,1.0
p[14294],0.84,0.01,0.82,0.86,0.0,0.0,10043.43,6801.63,1.0
p[14295],0.81,0.01,0.79,0.84,0.0,0.0,9427.62,6893.15,1.0
p[14296],0.84,0.01,0.82,0.86,0.0,0.0,10046.11,6801.63,1.0
p[14297],0.88,0.02,0.85,0.91,0.0,0.0,11401.58,6364.44,1.0
p[14298],0.84,0.01,0.82,0.86,0.0,0.0,10048.67,6801.83,1.0
p[14299],0.88,0.02,0.85,0.91,0.0,0.0,11400.46,6364.44,1.0
p[14300],0.91,0.01,0.9,0.93,0.0,0.0,9094.2,5997.43,1.0
p[14301],0.59,0.02,0.55,0.63,0.0,0.0,9810.07,6858.13,1.0
p[14302],0.59,0.02,0.55,0.63,0.0,0.0,9803.61,6858.13,1.0
p[14303],0.64,0.02,0.61,0.68,0.0,0.0,9981.53,6936.88,1.0
p[14304],0.64,0.02,0.61,0.68,0.0,0.0,9979.66,6927.56,1.0
p[14305],0.59,0.02,0.55,0.63,0.0,0.0,9789.05,6887.85,1.0
p[14306],0.64,0.02,0.61,0.68,0.0,0.0,9976.05,7072.08,1.0
p[14307],0.78,0.02,0.74,0.81,0.0,0.0,9332.59,7647.66,1.0
p[14308],0.59,0.02,0.55,0.63,0.0,0.0,9776.29,6932.41,1.0
p[14309],0.65,0.02,0.61,0.68,0.0,0.0,9967.89,6975.16,1.0
p[14310],0.59,0.02,0.55,0.63,0.0,0.0,9771.58,6870.65,1.0
p[14311],0.72,0.03,0.67,0.77,0.0,0.0,9215.39,6650.23,1.0
p[14312],0.65,0.02,0.61,0.68,0.0,0.0,9957.93,7040.91,1.0
p[14313],0.6,0.02,0.56,0.64,0.0,0.0,9742.22,6779.45,1.0
p[14314],0.6,0.02,0.56,0.64,0.0,0.0,9738.59,6860.99,1.0
p[14315],0.65,0.02,0.62,0.69,0.0,0.0,9937.21,6750.02,1.0
p[14316],0.65,0.02,0.62,0.69,0.0,0.0,9935.67,6775.65,1.0
p[14317],0.66,0.02,0.62,0.69,0.0,0.0,9931.32,6869.95,1.0
p[14318],0.6,0.02,0.56,0.64,0.0,0.0,9714.2,7033.05,1.0
p[14319],0.73,0.03,0.68,0.78,0.0,0.0,9196.26,6475.26,1.0
p[14320],0.66,0.02,0.62,0.69,0.0,0.0,9927.46,6872.42,1.0
p[14321],0.66,0.02,0.62,0.69,0.0,0.0,9923.27,6872.42,1.0
p[14322],0.66,0.02,0.62,0.69,0.0,0.0,9921.5,6872.42,1.0
p[14323],0.61,0.02,0.57,0.64,0.0,0.0,9685.66,6948.79,1.0
p[14324],0.61,0.02,0.57,0.65,0.0,0.0,9670.86,6947.47,1.0
p[14325],0.66,0.02,0.63,0.7,0.0,0.0,9900.49,6934.01,1.0
